"n","power","test","eps","eff"
226,0.999971816800681,"Public",1,0.4
227,0.999973373886279,"Public",1,0.4
228,0.999974846032836,"Public",1,0.4
229,0.999976237806744,"Public",1,0.4
230,0.999977553533416,"Public",1,0.4
231,0.999978797308878,"Public",1,0.4
232,0.999979973012659,"Public",1,0.4
233,0.99998108431808,"Public",1,0.4
234,0.999982134703522,"Public",1,0.4
235,0.999983127462761,"Public",1,0.4
236,0.999984065714052,"Public",1,0.4
237,0.999984952409577,"Public",1,0.4
238,0.999985790344176,"Public",1,0.4
239,0.999986582163583,"Public",1,0.4
240,0.999987330372,"Public",1,0.4
241,0.999988037339913,"Public",1,0.4
242,0.99998870531079,"Public",1,0.4
243,0.999989336407755,"Public",1,0.4
244,0.999989932640422,"Public",1,0.4
245,0.99999049591005,"Public",1,0.4
246,0.999991028015994,"Public",1,0.4
247,0.999991530660888,"Public",1,0.4
248,0.999992005455334,"Public",1,0.4
249,0.999992453923428,"Public",1,0.4
250,0.99999287750706,"Public",1,0.4
251,0.999993277569936,"Public",1,0.4
252,0.999993655402456,"Public",1,0.4
253,0.999994012224959,"Public",1,0.4
254,0.999994349191818,"Public",1,0.4
255,0.999994667394764,"Public",1,0.4
256,0.999994967866246,"Public",1,0.4
257,0.999995251583017,"Public",1,0.4
258,0.999995519468223,"Public",1,0.4
259,0.999995772395236,"Public",1,0.4
260,0.99999601118966,"Public",1,0.4
261,0.999996236632219,"Public",1,0.4
262,0.999996449460969,"Public",1,0.4
263,0.999996650373814,"Public",1,0.4
264,0.999996840030363,"Public",1,0.4
265,0.999997019054408,"Public",1,0.4
266,0.999997188035406,"Public",1,0.4
267,0.999997347530516,"Public",1,0.4
268,0.99999749806662,"Public",1,0.4
269,0.999997640141384,"Public",1,0.4
270,0.999997774225425,"Public",1,0.4
271,0.999997900763272,"Public",1,0.4
272,0.999998020175242,"Public",1,0.4
273,0.999998132858301,"Public",1,0.4
274,0.999998239187785,"Public",1,0.4
275,0.999998339518152,"Public",1,0.4
276,0.99999843418438,"Public",1,0.4
277,0.999998523502985,"Public",1,0.4
278,0.999998607772975,"Public",1,0.4
279,0.999998687276868,"Public",1,0.4
280,0.999998762281459,"Public",1,0.4
281,0.999998833038906,"Public",1,0.4
282,0.99999889978722,"Public",1,0.4
283,0.999998962751385,"Public",1,0.4
284,0.99999902214388,"Public",1,0.4
285,0.99999907816523,"Public",1,0.4
286,0.999999131005026,"Public",1,0.4
287,0.999999180842214,"Public",1,0.4
288,0.999999227845678,"Public",1,0.4
289,0.999999272175183,"Public",1,0.4
290,0.999999313981244,"Public",1,0.4
291,0.999999353406315,"Public",1,0.4
292,0.999999390584613,"Public",1,0.4
293,0.999999425643078,"Public",1,0.4
294,0.999999458701403,"Public",1,0.4
295,0.999999489872711,"Public",1,0.4
296,0.999999519263702,"Public",1,0.4
297,0.99999954697516,"Public",1,0.4
298,0.99999957310215,"Public",1,0.4
299,0.999999597734527,"Public",1,0.4
300,0.999999620956977,"Public",1,0.4
301,0.99999964284952,"Public",1,0.4
302,0.999999663487687,"Public",1,0.4
303,0.999999682942608,"Public",1,0.4
304,0.999999701281655,"Public",1,0.4
305,0.999999718568192,"Public",1,0.4
306,0.999999734862162,"Public",1,0.4
307,0.999999750220041,"Public",1,0.4
308,0.999999764695198,"Public",1,0.4
309,0.99999977833786,"Public",1,0.4
310,0.999999791195578,"Public",1,0.4
311,0.999999803313097,"Public",1,0.4
312,0.999999814732692,"Public",1,0.4
313,0.999999825494233,"Public",1,0.4
314,0.999999835635327,"Public",1,0.4
315,0.999999845191461,"Public",1,0.4
316,0.999999854196076,"Public",1,0.4
317,0.999999862680765,"Public",1,0.4
318,0.999999870675317,"Public",1,0.4
319,0.999999878207808,"Public",1,0.4
320,0.999999885304728,"Public",1,0.4
321,0.999999891991083,"Public",1,0.4
322,0.999999898290418,"Public",1,0.4
323,0.999999904224976,"Public",1,0.4
324,0.999999909815714,"Public",1,0.4
325,0.999999915082385,"Public",1,0.4
326,0.999999920043653,"Public",1,0.4
327,0.999999924717068,"Public",1,0.4
328,0.999999929119214,"Public",1,0.4
329,0.999999933265718,"Public",1,0.4
330,0.999999937171328,"Public",1,0.4
331,0.999999940849911,"Public",1,0.4
332,0.999999944314584,"Public",1,0.4
333,0.999999947577678,"Public",1,0.4
334,0.999999950650854,"Public",1,0.4
335,0.999999953545057,"Public",1,0.4
336,0.999999956270678,"Public",1,0.4
337,0.999999958837416,"Public",1,0.4
338,0.999999961254504,"Public",1,0.4
339,0.999999963530581,"Public",1,0.4
340,0.999999965673832,"Public",1,0.4
341,0.999999967691935,"Public",1,0.4
342,0.999999969592168,"Public",1,0.4
343,0.999999971381347,"Public",1,0.4
344,0.999999973065924,"Public",1,0.4
345,0.999999974651982,"Public",1,0.4
346,0.999999976145234,"Public",1,0.4
347,0.999999977551065,"Public",1,0.4
348,0.999999978874575,"Public",1,0.4
349,0.999999980120535,"Public",1,0.4
350,0.999999981293476,"Public",1,0.4
351,0.999999982397635,"Public",1,0.4
352,0.999999983437013,"Public",1,0.4
353,0.999999984415408,"Public",1,0.4
354,0.999999985336355,"Public",1,0.4
355,0.999999986203216,"Public",1,0.4
356,0.99999998701913,"Public",1,0.4
357,0.999999987787094,"Public",1,0.4
358,0.999999988509892,"Public",1,0.4
359,0.999999989190167,"Public",1,0.4
360,0.999999989830407,"Public",1,0.4
361,0.999999990432952,"Public",1,0.4
362,0.999999991000003,"Public",1,0.4
363,0.999999991533642,"Public",1,0.4
364,0.999999992035826,"Public",1,0.4
365,0.999999992508396,"Public",1,0.4
366,0.99999999295309,"Public",1,0.4
367,0.999999993371533,"Public",1,0.4
368,0.999999993765273,"Public",1,0.4
369,0.999999994135758,"Public",1,0.4
370,0.999999994484354,"Public",1,0.4
371,0.999999994812346,"Public",1,0.4
372,0.999999995120943,"Public",1,0.4
373,0.999999995411281,"Public",1,0.4
374,0.999999995684443,"Public",1,0.4
375,0.99999999594143,"Public",1,0.4
376,0.999999996183203,"Public",1,0.4
377,0.99999999641065,"Public",1,0.4
378,0.999999996624619,"Public",1,0.4
379,0.9999999968259,"Public",1,0.4
380,0.999999997015246,"Public",1,0.4
381,0.999999997193356,"Public",1,0.4
382,0.999999997360895,"Public",1,0.4
383,0.999999997518487,"Public",1,0.4
384,0.99999999766672,"Public",1,0.4
385,0.999999997806144,"Public",1,0.4
386,0.99999999793728,"Public",1,0.4
387,0.999999998060622,"Public",1,0.4
388,0.999999998176624,"Public",1,0.4
389,0.999999998285726,"Public",1,0.4
390,0.999999998388332,"Public",1,0.4
391,0.999999998484829,"Public",1,0.4
392,0.999999998575578,"Public",1,0.4
393,0.999999998660921,"Public",1,0.4
394,0.999999998741176,"Public",1,0.4
395,0.999999998816645,"Public",1,0.4
396,0.999999998887614,"Public",1,0.4
397,0.999999998954347,"Public",1,0.4
398,0.999999999017097,"Public",1,0.4
399,0.999999999076102,"Public",1,0.4
400,0.999999999131579,"Public",1,0.4
401,0.999999999183743,"Public",1,0.4
402,0.99999999923279,"Public",1,0.4
403,0.999999999278904,"Public",1,0.4
404,0.99999999932226,"Public",1,0.4
405,0.999999999363022,"Public",1,0.4
406,0.999999999401342,"Public",1,0.4
407,0.999999999437371,"Public",1,0.4
408,0.999999999471241,"Public",1,0.4
409,0.999999999503082,"Public",1,0.4
410,0.999999999533015,"Public",1,0.4
411,0.999999999561153,"Public",1,0.4
412,0.999999999587604,"Public",1,0.4
413,0.999999999612468,"Public",1,0.4
414,0.99999999963584,"Public",1,0.4
415,0.99999999965781,"Public",1,0.4
416,0.999999999678459,"Public",1,0.4
417,0.999999999697869,"Public",1,0.4
418,0.999999999716112,"Public",1,0.4
419,0.999999999733259,"Public",1,0.4
420,0.999999999749375,"Public",1,0.4
421,0.999999999764522,"Public",1,0.4
422,0.999999999778758,"Public",1,0.4
423,0.999999999792136,"Public",1,0.4
424,0.99999999980471,"Public",1,0.4
425,0.999999999816526,"Public",1,0.4
426,0.999999999827631,"Public",1,0.4
427,0.999999999838066,"Public",1,0.4
428,0.999999999847873,"Public",1,0.4
429,0.999999999857088,"Public",1,0.4
430,0.999999999865748,"Public",1,0.4
431,0.999999999873885,"Public",1,0.4
432,0.999999999881531,"Public",1,0.4
433,0.999999999888716,"Public",1,0.4
434,0.999999999895467,"Public",1,0.4
435,0.99999999990181,"Public",1,0.4
436,0.999999999907769,"Public",1,0.4
437,0.999999999913369,"Public",1,0.4
438,0.99999999991863,"Public",1,0.4
439,0.999999999923573,"Public",1,0.4
440,0.999999999928218,"Public",1,0.4
441,0.99999999993258,"Public",1,0.4
442,0.999999999936679,"Public",1,0.4
443,0.99999999994053,"Public",1,0.4
444,0.999999999944148,"Public",1,0.4
445,0.999999999947546,"Public",1,0.4
446,0.999999999950739,"Public",1,0.4
447,0.999999999953738,"Public",1,0.4
448,0.999999999956555,"Public",1,0.4
449,0.999999999959202,"Public",1,0.4
450,0.999999999961687,"Public",1,0.4
451,0.999999999964022,"Public",1,0.4
452,0.999999999966215,"Public",1,0.4
453,0.999999999968275,"Public",1,0.4
454,0.99999999997021,"Public",1,0.4
455,0.999999999972028,"Public",1,0.4
456,0.999999999973735,"Public",1,0.4
457,0.999999999975338,"Public",1,0.4
458,0.999999999976844,"Public",1,0.4
459,0.999999999978258,"Public",1,0.4
460,0.999999999979586,"Public",1,0.4
461,0.999999999980834,"Public",1,0.4
462,0.999999999982005,"Public",1,0.4
463,0.999999999983105,"Public",1,0.4
464,0.999999999984139,"Public",1,0.4
465,0.999999999985109,"Public",1,0.4
466,0.99999999998602,"Public",1,0.4
467,0.999999999986875,"Public",1,0.4
468,0.999999999987679,"Public",1,0.4
469,0.999999999988433,"Public",1,0.4
470,0.999999999989141,"Public",1,0.4
471,0.999999999989807,"Public",1,0.4
472,0.999999999990431,"Public",1,0.4
473,0.999999999991018,"Public",1,0.4
474,0.999999999991568,"Public",1,0.4
475,0.999999999992085,"Public",1,0.4
476,0.999999999992571,"Public",1,0.4
477,0.999999999993027,"Public",1,0.4
478,0.999999999993455,"Public",1,0.4
479,0.999999999993856,"Public",1,0.4
480,0.999999999994234,"Public",1,0.4
481,0.999999999994588,"Public",1,0.4
482,0.99999999999492,"Public",1,0.4
483,0.999999999995232,"Public",1,0.4
484,0.999999999995525,"Public",1,0.4
485,0.9999999999958,"Public",1,0.4
486,0.999999999996058,"Public",1,0.4
487,0.999999999996301,"Public",1,0.4
488,0.999999999996528,"Public",1,0.4
489,0.999999999996742,"Public",1,0.4
490,0.999999999996942,"Public",1,0.4
491,0.999999999997131,"Public",1,0.4
492,0.999999999997307,"Public",1,0.4
493,0.999999999997473,"Public",1,0.4
494,0.999999999997629,"Public",1,0.4
495,0.999999999997775,"Public",1,0.4
496,0.999999999997912,"Public",1,0.4
497,0.999999999998041,"Public",1,0.4
498,0.999999999998162,"Public",1,0.4
499,0.999999999998275,"Public",1,0.4
500,0.999999999998381,"Public",1,0.4
